"ACIDE ACETYLSALICYLIQUE"	3541185
"ACIDE ACETYLSALICYLIQUE"	3268938
"ACIDE ACETYLSALICYLIQUE"	3656787
"ACIDE ACETYLSALICYLIQUE"	3216976
"ACIDE ACETYLSALICYLIQUE"	3213630
"ACIDE ACETYLSALICYLIQUE"	2189964
"ACIDE ACETYLSALICYLIQUE"	3019299
"ACIDE ACETYLSALICYLIQUE"	2215294
"ACIDE ACETYLSALICYLIQUE"	5557291
"ACIDE ACETYLSALICYLIQUE"	3432349
"ACIDE ACETYLSALICYLIQUE"	5531498
"ACIDE ACETYLSALICYLIQUE"	5807782
"ACIDE ACETYLSALICYLIQUE"	2167454
"ACIDE ACETYLSALICYLIQUE"	3476022
"ACIDE ACETYLSALICYLIQUE"	3795247
"ACIDE ACETYLSALICYLIQUE"	2189970
"ACIDE ACETYLSALICYLIQUE"	3427325
"ACIDE ACETYLSALICYLIQUE"	2167827
"ACIDE ACETYLSALICYLIQUE"	2167388
"ACIDE ACETYLSALICYLIQUE"	3358854
"ACIDE ACETYLSALICYLIQUE"	3455830
"ACIDE ACETYLSALICYLIQUE"	2167885
"ACIDE ACETYLSALICYLIQUE"	3455801
"ACIDE ACETYLSALICYLIQUE"	3373256
"ACIDE ACETYLSALICYLIQUE"	5827046
"ACIDE ACETYLSALICYLIQUE"	5807747
"ACIDE ACETYLSALICYLIQUE"	3274531
"ACIDE ACETYLSALICYLIQUE"	3244702
"ACIDE ACETYLSALICYLIQUE"	3296691
"ACIDE ACETYLSALICYLIQUE"	5807664
"ACIDE ACETYLSALICYLIQUE"	3325091
"ACIDE ACETYLSALICYLIQUE"	5609266
"ACIDE ACETYLSALICYLIQUE"	3301825
"ACIDE ACETYLSALICYLIQUE"	5768705
"ACIDE ACETYLSALICYLIQUE"	5807581
"ACIDE ACETYLSALICYLIQUE"	3325122
"ACIDE ACETYLSALICYLIQUE"	3639843
"ACIDE ACETYLSALICYLIQUE"	3390697
"ACIDE ACETYLSALICYLIQUE"	3559908
"ACIDE ACETYLSALICYLIQUE"	5561016
"ACIDE ACETYLSALICYLIQUE"	2790710
"ACIDE ACETYLSALICYLIQUE"	3373500
"ACIDE ACETYLSALICYLIQUE"	3368781
"ACIDE ACETYLSALICYLIQUE"	3189363
"ACIDE ACETYLSALICYLIQUE"	2167804
"ACIDE ACETYLSALICYLIQUE"	3512522
"ACIDE ACETYLSALICYLIQUE"	3467796
"ACIDE ACETYLSALICYLIQUE"	5516978
"ACIDE ACETYLSALICYLIQUE"	3373517
"ACIDE ACETYLSALICYLIQUE"	2767303
"ACIDE ACETYLSALICYLIQUE"	3007741
"ACIDE ACETYLSALICYLIQUE"	5807776
"ACIDE ACETYLSALICYLIQUE"	3311611
"ACIDE ACETYLSALICYLIQUE"	5633129
"ACIDE ACETYLSALICYLIQUE"	5561022
"ACIDE ACETYLSALICYLIQUE"	3318145
"ACIDE ACETYLSALICYLIQUE"	2167448
"ACIDE ACETYLSALICYLIQUE"	2167359
"ACIDE ACETYLSALICYLIQUE"	5813334
"ACIDE ACETYLSALICYLIQUE"	3464817
"ACIDE ACETYLSALICYLIQUE"	5595618
"ACIDE ACETYLSALICYLIQUE"	3224289
"ACIDE ACETYLSALICYLIQUE"	3609523
"ACIDE ACETYLSALICYLIQUE"	3450962
"ACIDE ACETYLSALICYLIQUE"	3301819
"ACIDE ACETYLSALICYLIQUE"	3646211
"ACIDE ACETYLSALICYLIQUE"	3189386
"ACIDE ACETYLSALICYLIQUE"	5813340
"ACIDE ACETYLSALICYLIQUE"	2167810
"ACIDE ACETYLSALICYLIQUE"	3302144
"ACIDE ACETYLSALICYLIQUE"	3485009
"ACIDE ACETYLSALICYLIQUE"	3373291
"ACIDE ACETYLSALICYLIQUE"	3007244
"ACIDE ACETYLSALICYLIQUE"	2189987
"ACIDE ACETYLSALICYLIQUE"	3430020
"ACIDE ACETYLSALICYLIQUE"	3382551
"ACIDE ACETYLSALICYLIQUE"	2167715
"ACIDE ACETYLSALICYLIQUE"	2790704
"ACIDE ACETYLSALICYLIQUE"	2790696
"ACIDE ACETYLSALICYLIQUE"	5807322
"ACIDE ACETYLSALICYLIQUE"	3324737
"ACIDE ACETYLSALICYLIQUE"	5567591
"ACIDE ACETYLSALICYLIQUE"	3322017
"ACIDE ACETYLSALICYLIQUE"	3509773
"ACIDE ACETYLSALICYLIQUE"	5807380
"ACIDE ACETYLSALICYLIQUE"	3397357
"ACIDE ACETYLSALICYLIQUE"	5807730
"ACIDE ACETYLSALICYLIQUE"	3217119
"ACIDE ACETYLSALICYLIQUE"	3261014
"ACIDE ACETYLSALICYLIQUE"	2790727
"ACIDE ACETYLSALICYLIQUE"	2167508
"ACIDE ACETYLSALICYLIQUE"	5617082
"ACIDE ACETYLSALICYLIQUE"	5807411
"ACIDE ACETYLSALICYLIQUE"	5807397
"ACIDE ACETYLSALICYLIQUE"	3396406
"ACIDE ACETYLSALICYLIQUE"	2167425
"ACIDE ACETYLSALICYLIQUE"	3392549
"ACIDE ACETYLSALICYLIQUE"	3830736
"ACIDE ACETYLSALICYLIQUE"	3270355
"ACIDE ACETYLSALICYLIQUE"	2167566
"ACIDE ACETYLSALICYLIQUE"	3250565
"ACIDE ACETYLSALICYLIQUE"	3029984
"ACIDE ACETYLSALICYLIQUE"	2167856
"ACIDE ACETYLSALICYLIQUE"	3368982
"ACIDE ACETYLSALICYLIQUE"	2215271
"ACIDE ACETYLSALICYLIQUE"	5543432
"ACIDE ACETYLSALICYLIQUE"	3132305
"ACIDE ACETYLSALICYLIQUE"	3509224
"ACIDE ACETYLSALICYLIQUE"	3509744
"ACIDE ACETYLSALICYLIQUE"	3160106
"ACIDE ACETYLSALICYLIQUE"	2167394
"ACIDE ACETYLSALICYLIQUE"	3370039
"ACIDE ACETYLSALICYLIQUE"	3163955
"ACIDE ACETYLSALICYLIQUE"	3341718
"ACIDE ACETYLSALICYLIQUE"	3322023
"ACIDE ACETYLSALICYLIQUE"	3448333
"ACIDE ACETYLSALICYLIQUE"	5807575
"ACIDE ACETYLSALICYLIQUE"	3401484
"ACIDE ACETYLSALICYLIQUE"	3189819
"ACIDE ACETYLSALICYLIQUE"	3142769
"ACIDE ACETYLSALICYLIQUE"	3598481
"ACIDE ACETYLSALICYLIQUE"	3366523
"ACIDE ACETYLSALICYLIQUE"	3302138
"ACIDE ACETYLSALICYLIQUE"	3430008
"ACIDE ACETYLSALICYLIQUE"	3430014
"ACIDE ACETYLSALICYLIQUE"	3627604
"ACIDE ACETYLSALICYLIQUE"	3404695
"ACIDE ACETYLSALICYLIQUE"	2167738
"ACIDE ACETYLSALICYLIQUE"	2790756
"ACIDE ACETYLSALICYLIQUE"	3007474
"ACIDE ACETYLSALICYLIQUE"	3415635
"ACIDE ACETYLSALICYLIQUE"	3641604
"ACIDE ACETYLSALICYLIQUE"	5807463
"ACIDE ACETYLSALICYLIQUE"	3343864
"ACIDE ACETYLSALICYLIQUE"	3373262
"ACIDE ACETYLSALICYLIQUE"	3160098
"ACIDE ACETYLSALICYLIQUE"	3301848
"ACIDE ACETYLSALICYLIQUE"	3201609
"ACIDE ACETYLSALICYLIQUE"	3002494
"ACIDE ACETYLSALICYLIQUE"	3404040
"ACIDE ACETYLSALICYLIQUE"	2168028
"ACIDE ACETYLSALICYLIQUE"	2167767
"ACIDE ACETYLSALICYLIQUE"	3316761
"ACIDE ACETYLSALICYLIQUE"	3353466
"ACIDE ACETYLSALICYLIQUE"	2694001
"ACIDE ACETYLSALICYLIQUE"	3353443
"ACIDE ACETYLSALICYLIQUE"	3509767
"ACIDE ACETYLSALICYLIQUE"	3274608
"ACIDE ACETYLSALICYLIQUE"	2167879
"ACIDE ACETYLSALICYLIQUE"	3949124
"ACIDE ACETYLSALICYLIQUE"	3007818
"ACIDE ACETYLSALICYLIQUE"	3473590
"ACIDE ACETYLSALICYLIQUE"	3421417
"ACIDE ACETYLSALICYLIQUE"	3509247
"ACIDE ACETYLSALICYLIQUE"	3261037
"ACIDE ACETYLSALICYLIQUE"	3509218
"ACIDE ACETYLSALICYLIQUE"	2694018
"ACIDE ACETYLSALICYLIQUE"	3353489
"ACIDE ACETYLSALICYLIQUE"	3515408
"ACIDE ACETYLSALICYLIQUE"	3286959
"ACIDE ACETYLSALICYLIQUE"	3325079
"ACIDE ACETYLSALICYLIQUE"	3465923
"ACIDE ACETYLSALICYLIQUE"	3270361
"ACIDE ACETYLSALICYLIQUE"	3570672
"ACIDE ACETYLSALICYLIQUE"	3509276
"ACIDE ACETYLSALICYLIQUE"	3216143
"ACIDE ACETYLSALICYLIQUE"	2167773
"ACIDE ACETYLSALICYLIQUE"	3404057
"ACIDE ACETYLSALICYLIQUE"	3316784
"ACIDE ACETYLSALICYLIQUE"	3353437
"ACIDE ACETYLSALICYLIQUE"	3167120
"ACIDE ACETYLSALICYLIQUE"	5543426
"ACIDE ACETYLSALICYLIQUE"	3183981
"ACIDE ACETYLSALICYLIQUE"	2167690
"ACIDE ACETYLSALICYLIQUE"	3258992
"ACIDE ACETYLSALICYLIQUE"	5579418
"ACIDE ACETYLSALICYLIQUE"	3436991
"ACIDE ACETYLSALICYLIQUE"	3019253
"ACIDE ACETYLSALICYLIQUE"	3316790
"ACIDE ACETYLSALICYLIQUE"	5807925
"ACIDE ACETYLSALICYLIQUE"	3019282
"ACIDE ACETYLSALICYLIQUE"	2790779
"ACIDE ACETYLSALICYLIQUE"	3183975
"ACIDE ACETYLSALICYLIQUE"	3609569
"ACIDE ACETYLSALICYLIQUE"	5807368
"ACIDE ACETYLSALICYLIQUE"	3039959
"ACIDE ACETYLSALICYLIQUE"	3473615
"ACIDE ACETYLSALICYLIQUE"	3192678
"ACIDE ACETYLSALICYLIQUE"	3322632
"ACIDE ACETYLSALICYLIQUE"	3216166
"ACIDE ACETYLSALICYLIQUE"	5826590
"ACIDE ACETYLSALICYLIQUE"	3509253
"ACIDE ACETYLSALICYLIQUE"	5557285
"ACIDE ACETYLSALICYLIQUE"	2167750
"ACIDE ACETYLSALICYLIQUE"	5807629
"ACIDE ACETYLSALICYLIQUE"	3483097
"ACIDE ACETYLSALICYLIQUE"	3404034
"ACIDE ACETYLSALICYLIQUE"	5604837
"ACIDE ACETYLSALICYLIQUE"	2215265
"ACIDE ACETYLSALICYLIQUE"	3450956
"ACIDE ACETYLSALICYLIQUE"	3160081
"ACIDE ACETYLSALICYLIQUE"	3509738
"ACIDE ACETYLSALICYLIQUE"	3302196
"ACIDE ACETYLSALICYLIQUE"	5826578
"ACIDE ACETYLSALICYLIQUE"	2167709
"ACIDE ACETYLSALICYLIQUE"	3296662
"ACIDE ACETYLSALICYLIQUE"	2168063
"ACIDE ACETYLSALICYLIQUE"	3296679
"ACIDE ACETYLSALICYLIQUE"	3415612
"ACIDE ACETYLSALICYLIQUE"	3162648
"ACIDE ACETYLSALICYLIQUE"	5807405
"ACIDE ACETYLSALICYLIQUE"	3538467
"ACIDE ACETYLSALICYLIQUE"	5807718
"ACIDE ACETYLSALICYLIQUE"	5826584
"ACIDE ACETYLSALICYLIQUE"	3254586
"ACIDE ACETYLSALICYLIQUE"	2167997
"ACIDE ACETYLSALICYLIQUE"	5768674
"ACIDE ACETYLSALICYLIQUE"	5807894
"ACIDE ACETYLSALICYLIQUE"	3247876
"ACIDE ACETYLSALICYLIQUE"	5500032
"ACIDE ACETYLSALICYLIQUE"	3537485
"ACIDE ACETYLSALICYLIQUE"	3154347
