	1416
9639040	11
7597863	1
6461914	1
3145650	137
3385383	175
4593296	2
5823835	2
2131031	9
7583223	1
9595897	3
3027465	47
3517583	19
4926409	15
3468117	15
3483737	309
3542517	4
4652076	1
9639057	17
1889435	14
3914551	156
7999047	1
5108363	12
8123475	1
1409381	1
3458610	73
5172929	2
4485419	5
3674561	1832
2145837	1
6902040	2
3698538	71095
9953351	26
8123481	1
3458627	2
7691036	1
3865048	89
7999030	58
7715564	15
3409698	7
525205	122
3674555	1084
3708403	8
9953368	1
4691544	3
3385176	83
4510910	1
4162691	1595
5823746	1
7999024	51
4818743	1
5172906	3
491541	1
3674584	215
36908	5
7715570	1
3698515	3658
3914522	1119
4593095	11
5823752	31
4510904	1
775356	2
858208	8
3698521	8
3674578	104
4485425	1
7739530	6
9654594	1
9992954	1
7642055	9
3419053	3
7030547	3
3938563	9
549200	2
4186639	303
5157338	2
7999001	80
7715593	1
7030553	2
5133361	1
4172005	179
7666021	16
5823775	4
4534715	1
8955075	1
4725438	40
7990661	1
9967962	1
8568243	1
9786634	6
2723116	5
7666015	4
525240	58
7681635	3
7990655	2
2542001	12
3194631	176
4818789	1
3698550	3
525211	1
9953339	2
2121883	1
3228577	21978
4828109	3
7666044	1
4186674	141
4725415	1
3253523	17
7882813	1
1228018	1
3698567	84
7882807	1
7666038	37
4172034	734
1410361	2
2630923	1
9953345	1
7054559	2
46321	1
9532106	1
6652407	4
9904341	1
4617571	8
7882836	6
9928318	1
9786663	3
1400977	1
7989646	7
9507143	1
6627444	3
9507137	1
5133390	2
6265001	10
3757413	18274
9532112	1
1013111	19
633076	293
9904358	2
6627450	1
4485483	1
7965686	6
2556693	1
6627467	1
3987515	3307
1639431	4
6241029	70
22332	1
4162610	244
7926083	3
9904329	1
657059	10
789973	1
2630952	2
6029482	121
7054542	2
3674503	2660
9786640	6
7030576	2
7965657	8
4617594	2
7989623	1
9507120	1
9507114	6
4519147	17
1277011	221
9786657	3
7989617	1
633099	8
2630969	5
4617588	8
7030582	3
7965663	13
4520133	1
1003733	9
5182371	6
368102	608
4617536	1
9017195	2
9928353	1
1253051	7
7367459	1
7882888	2
4798383	2
8906102	4
598173	44
657071	87
4485454	1
3410649	301
7989600	7
3674526	208
383739	3
3336344	4
9507189	1
4544116	1
2640301	7
7882871	1
4162662	1544
2639315	9
598167	19
8847204	41
9928347	1
7867251	1
4485448	2
3410632	6
9507172	1
657065	1
2400850	1
7941680	1
3336321	1
368125	436
104202	8
9928330	4
682005	2
3674549	291
657094	107
7965611	1
4544139	2
368119	5
368131	103
4519182	7
858243	6
6627438	16
9017166	1
3733447	154
5182342	8
8520242	10
5182336	1
3674532	933
3076392	18
3336338	58
1664400	4
2180199	1476
4544122	2
3650589	80
6554018	1
9786692	1
2640330	3
7837994	1
71247	27
2179167	3
3601616	176
9796064	1
9595762	1
9595756	1
3351941	385
4568128	1
95207	1
128102	2
2640347	1
3468092	33
4328683	1
9302091	2
9017143	2
2434205	1
3782345	1687
9796070	7
7892266	1
9286883	1
4583754	1
7926114	4
6030539	1
2179150	58
1062121	2091
7837971	94
9400400	1
3601639	251
7318461	1
9796041	12
7367436	72
8906007	2
7343418	131
5691546	30
4867799	5
5882000	1
633001	1
4314066	1
4568105	1
6593515	1
2180147	10355
4583748	1
1900303	1
4338032	18
9796058	14
1889518	1
368059	35
7367442	22
6290086	1
3326989	1
6363407	44
9017120	2
1914943	2
9595733	3
1556691	3
3782322	5987
8931028	1
1938903	20
4798331	1
6363413	4
9595727	2
6544652	14
858177	5
6054540	6
6030574	111
95259	15
7916742	63
4593126	2
598204	63
3757347	133
3145727	297
633024	2
7941705	1
2409271	1
3816127	28
7892295	3
1938932	1
4328654	1
8906065	1
3302977	1
4877177	136
1542051	4
9081632	1
6030568	14
6867303	4
393034	4
4314014	3
3145710	10
6030580	44
95242	1
7245087	11
104194	3
4892739	109
1938926	1
368071	143
9894418	1
7916759	9
3757330	421
6338415	80
4788999	3
633030	4
9821543	6
2640382	1
393040	1
104165	8
2640399	15
6030551	35
6265030	3
3468086	7176
4593103	6
9796087	1
4583783	2
4328677	1
3399824	788
9821572	10
104159	1
2180101	22
7343453	6
368094	253
104171	10
4328660	2
9007765	15
8906059	3
633053	133
9796093	3
7892289	2
4788976	1
3399818	1396
4593161	9
3145762	1
3066979	1
4270423	7
4510896	9
319138	2
4725361	1
4436409	350
549246	5
4788947	2
9007759	3
2483215	1
4843764	90
9654542	47
3855771	43
275903	3
3879754	64
4843770	1
4593155	8
3385207	1911
4387013	3
2194735	165
9654536	271
3816156	23
3601680	13
7916713	11
2194729	4
4725355	8
1792121	37
3399830	18
574209	9
9007742	8
8005936	3
7617152	4
6519631	2
4387007	5
4568186	2
4593149	3
9497396	1
3625640	47
9007736	433
4788924	2
8906088	2
4843741	1
7597946	184
6005501	9
4593132	1
393057	44
3145733	12
3444080	1
9654507	4
3625657	1454
3816179	108
7916736	94
7999099	34
6279693	1
9654513	21
4750347	1
9894482	1
4843758	37
8969692	1
9821520	1
3066933	17435
4828167	1
71201	16
7343401	180
3625628	42
2434234	1
9007707	1
3841177	2473
7583312	1
7999082	39
9007713	2
5461846	1
4788901	1
9953279	1
3145791	50
3385242	2123
153100	5
4510844	3
6387419	1
9595791	3
319109	6
4828150	2
6652399	34
4172092	37
9727991	36
5108334	2
6759594	2
9953285	1
4725390	4
4593190	20
6759588	3
4593184	1
3066910	17
4510838	15
3145785	3861
3914574	28
4196069	1889
3517459	680
3458679	249
9727985	3
9595785	9
1204101	303
4725384	1
5133303	1
4436421	5
393092	303
9727979	15
5206717	1
3855788	77
4593178	2
192703	13
4510821	14
3145779	54
3865108	133
3625611	43
3458685	323
8896237	2
8656740	56
8005994	3
4725378	5
3228502	4188
3302902	258
6759571	1
1889553	1
3131139	1
6387402	2
4436415	151
4691521	1
6519602	3
4715960	1
5147601	8
3914433	429
9928034	3
9688274	5
9904068	1
7975199	51
3458975	1
4269839	120
4206253	2
7500734	2
4245862	1
3674207	2
3664887	1407
9723119	2
3640898	25
9928028	9
9688280	26
4715954	1
9992612	1
7500728	403
3204654	14315
3483950	238
8656800	2
9776914	21
6711200	1
9928011	15
4818861	1
9688297	40
3517815	90
4642474	5
4269851	16
9776908	37
3483921	34
2517167	1
3688853	25
9870174	1
9928000	2
7681569	9
4196394	3735
9928005	31
4221867	15
4269845	4
3674213	1
5108038	2
3468318	23
3938445	15
3228672	347
5377910	1
4642451	30
7951187	1
4270860	1
8568131	20
3674242	524
7015039	1
525116	8
1899089	1
4270854	1
3650276	868
7764410	2
2121541	3
4617499	1
4269874	10
9752977	1
7039005	1
4691478	1
9776920	4
9928063	80
4642468	1
3650282	1
4294843	51
2517173	3
275530	1
1375191	3
4691461	1
7882902	3
3601243	2597
3698225	98
525122	196
4269868	16
8568125	111
7740450	2
3542813	113
4867807	5
3615883	104387
7235999	1
3458952	1
7867305	1
7990773	1
9928057	5
3674265	3905
9302100	112
4294808	45
4691490	1
1170201	2
2483238	9
7500711	1
4269897	3
9928040	21
9776943	30
4269880	2
8774095	1
7304200	22
7867311	1
6280756	14
5147653	11
3938474	3
4294820	8
810383	1
4294814	42
7951193	1
2517196	1
3674259	183
8568102	218
2483221	5
7740438	2
9776937	27
8701096	1
1865713	48
4318928	6
9556437	6
6029387	14
7039040	2
9776972	5
7951141	10
7990750	2
8906421	1
7211958	1
3263007	1
598090	25
8725056	9
8750002	1
9776966	12
917201	57
46433	1
7951135	11
9786309	12
8906438	3
9556420	10
4519006	9
4534632	2
7882948	1
7926195	5
3238044	1
598084	2
9786315	18
3410951	6
7583080	1
7892303	1
8725079	1
46427	1
9776995	31
7951164	12
1243302	15
9532483	21
4520009	19
4318940	5
3747768	5812
7054648	1
9776989	52
4231268	2
6265107	2
3664829	385
7951158	1
7867357	2
7823294	1
5157002	21
4520015	1
3708107	6
6093959	179
3410939	25
7054654	4
46404	1
22438	3
3723733	2
9532425	6
7039086	369
3287002	36
7607604	1
598049	6
574089	2
4818803	2
598055	166
6784161	5
7892332	2503
9821158	4
2013633	1
3664841	249
5157060	5
7039092	541
917247	13
8749051	1
7548712	4
574095	16
9532431	3
8520101	2
9629952	13
7211929	1
8906473	2
9821141	2
7892349	31
9786350	6
22415	1
2640672	2
9556414	4
7951129	2
9532448	1
3664858	73
1013401	9
598078	173
8206008	1
7867386	2
8520130	1
4206276	1
9845101	2
9786321	6
8607807	2
2013656	2
2967976	1
9007481	1
2194474	39
9556408	69
6054356	3
4519064	1
7951112	6
9786338	1
334385	1
6784190	3
7500786	3
9904016	1
4245856	1
598061	5
4544004	1
5157048	24
7892326	17
7941792	1
7534064	62
7926226	3
4544033	1
2194445	32
8701009	1
7367778	1
6005458	29
3527162	2
7941869	1
3615908	85
4280195	1
8001045	2
4583642	2
9821230	2
7353138	1
9007475	2
9581487	3
3772677	1061
7632619	3
7534070	59
7367784	1
6784250	2
4392907	1
598115	1
598121	39
9007469	11
4328329	1
9223167	5
4343984	780
9581470	2
9389726	1
3615914	277
7902243	1
4544027	2
7926232	2
7534041	267
9884704	17
4343949	7
7367790	20
7926249	1
4877237	1223
5461757	1
7951201	4
95354	12
4798207	19
3772648	2020
574178	3
7764396	2
5691664	2
5206485	32
9786367	4
598150	68
6005470	15
9821253	5
8001068	8
9007452	2
4544056	2
9581464	3
3527179	6
4367921	1
598138	5
373988	1
9007446	2
598144	11
8906378	2
8001074	3
4877220	838
7353167	1
7926255	1
2409325	3
2169499	1113
7534058	117
1341743	6
46373	1
9821247	1
1802084	3
9786373	1
6603797	43
9835835	1
2615579	4
4318963	1
3145845	178
95377	6
4593008	5
8001080	1
9081514	4
4499692	182
4583688	7
9615252	15
4544079	1
9884733	13
5001240	35
4788864	217
4877295	30
309499	1
4544062	4
6005487	1
3772631	2857
9615246	1
6030462	2
9811875	1
95360	20
3145839	8
2194416	38
574126	9
4583671	10
4877289	1
9835858	1267
7441925	1
3385532	35
153413	2
598109	77
4328312	3
7916883	3
7367755	1
491191	27
6784221	2
1851013	1
2591063	1
4231191	1
3312438	47
4583665	13
7926203	4
4877272	160
4749278	2
46338	3
7162556	1
9581406	3
7367761	1
4392965	2
4402712	1
3664901	2
95383	41
574155	2
128482	1
491179	110
3816015	686
4328306	2
4750264	1
7632602	23
9884762	5
5001234	7
9992598	1
4877266	143
9723094	2
9007400	12
4583659	6
7162562	11
4740886	1
9811823	2
775540	1
9723088	4
4843882	1
4402741	2
8015604	1
4294754	12
202643	2
3674288	4
4294748	2
4788829	1
7162591	9
6530331	2
4725243	3
9302122	2
3517755	1139
549128	13
4892811	7
4750212	1
4353379	1
491162	31
2169401	1
4280114	1
525151	6
3615995	270
3880622	31786
3468376	256
3145874	1406
4402735	1
3674271	2197
6289119	5
491156	21
525168	11
9894105	1
3816038	701
3841007	973
4255151	1
4867842	8
2507737	5
9639270	1
1159850	2
7642032	2
3639932	353
9811846	172
3880639	3
3517778	491
2507766	1
4294731	54
3914491	269
4892828	19
4892834	3
6505385	2
4725220	1
4294725	12
309430	1
4912040	7690
549105	5
9884791	2
6280791	1
525139	18
4750235	1
4377322	7
4353356	8
9992546	2
5001263	2
4568074	1
4715894	1
7642049	16
9811852	115
7367726	1
3674294	23
574103	13
491133	69
3640906	5
3214032	19
4583694	3
4725214	8
4788812	2
4750229	1
3542718	186
4353362	12
4843876	2
9507500	1
4877214	746
1851071	7
3444370	1
4593089	6
3066815	46
9664262	1
7005621	1
4828285	1
8568094	81
4725289	2
1934058	4
8001000	10
4353333	28
309418	2
3517790	395
491127	159
3066809	28
525197	14
4877208	722
9664256	10
3914462	209
6005406	1
491110	1
3169828	180
9302174	4
310404	1
3816073	29
3483996	649
8001016	10
9894140	1
4725272	3
7005644	2
8568071	32
4294777	89
4725266	2
8001022	2
525174	53
491104	199
1890668	4
3527133	23
3042855	96
3145897	75
8955371	9
4294783	12
7245383	3
7715423	11
7005650	53
1851088	1
549134	3
4353327	16
2121475	4
9581493	1
9639293	1
8001039	1
4015636	2
212050	14
7235893	34
3879464	62
7245213	14
3688965	154
4985168	93
3723816	310
2581834	5
9688156	10
3904989	4478
4818967	1
3155281	552
3674325	2054
8568059	5
2121624	1
9953115	2
3855498	73
7054720	1
3723822	88
7245207	8
4818950	1
4701202	2
8847405	1
3625396	67
3674319	8301
1194101	8
212073	132
7245236	2
3723839	463
9904163	1
9953138	1
3674348	8853
4843907	3
4206112	2
4412254	1
9992701	2
6255830	83
6662038	1
3855469	64
3688971	2
3723845	179
3517703	24
4740834	41
6054273	1
3238104	3
5377821	1
3938310	13
3674331	538
4270707	24
3625373	92
7681457	3
9953144	2
4656996	1
9507344	358
212096	113
4196201	16
9928198	1
1409100	1
7867400	3
8520070	1
4725208	27
7999248	1
5133125	6
4270736	2
3879429	118
7039123	171
4715888	25
4715871	119
5147759	4
4436272	1
3640970	397
236056	2
9507338	7809
6711334	2
4701248	2
261019	2
442353	9
6176757	42
5133119	1
4294719	17
3601361	136
7681434	6
5157108	1
3434868	10103
4451857	1
177388	2
3708202	22
7054737	1
7990891	2
261002	4
1160792	7
3052109	1
442382	15
8520093	2
9688133	3
4701219	4
4642310	1
3419277	19
442376	2
3434874	19
3517732	792
1792351	3
7039100	869
456993	1
71514	1
3938356	1
4642327	1
236079	3
7990885	3
7040103	1
3434880	244
7039117	321
9302234	5
9953109	17
4936164	46
9762421	1
4656950	9
3576054	1
7892409	20
285037	4
9918745	3
9870240	2
8847492	7
3664918	2023
3772826	16
7867446	1
8774103	1
6241288	1
9786427	2
4798182	85
9904105	2
7441954	1
7892415	19
6030249	5
7778961	1
7054789	1
9532359	3
6030261	2
7951253	6
7990862	1
4798199	26
7990856	2
7764321	1
9918751	2
2591235	2
3664930	229
3576031	1743
6030232	5
7040132	3
2639522	6
3938385	21
7040126	10
7951282	1
3238179	820
4818909	2
4656921	1
8520058	6
7039152	1
917106	6
7867475	1
7951276	2
4798176	110
3409830	32
3410810	309
2639539	9
9507350	51
9786410	2
3576025	6142
285072	8
3708225	214
2640531	2
956715	2
2639545	24
7951224	2
7990833	1
6030290	4
3179293	1681
8847457	15
4206170	1
9928117	13
7867481	3
7926261	1
7892450	2
9821276	2
9629828	37
3723851	525
3180296	1
2639551	8
3723868	177
7951218	2
917129	19
9928100	8
7867498	3
285008	1
8906355	2
9786479	8
1013312	2
7892467	1
3723874	4
4607992	1
6030278	1
9884905	7
917135	6
4206158	2
3688942	61
9918768	4
5544348	1
7951247	4
8847434	1
7681486	1
7990804	1
9629805	341
9884911	17
285020	2
1326212	3
6652614	116
9821282	2
7778984	1
696409	2
6030284	1
9904134	1
7951230	2
6113136	1
9629811	144
6495356	39
6338711	12
8906332	16
6652608	463
2591212	3
7892444	8
3723880	220
883413	1
8520006	1
917141	1
4583518	9
8691357	3
128355	2
917158	1
2639580	2
1076991	15
6020972	3
9630725	1
2601086	14
4280077	3
7926344	1
4583524	9
7965953	1
9007593	8
3987254	4853
917164	5
4912117	3682
1865788	4
9860945	1
432900	2
9556383	8
3145911	32
1851148	1
598003	42
3733186	22
5206574	12
3169900	8
8931241	10
4280083	4
9821342	2
549074	15
9007587	18
7926350	3
712002	7
4877361	20
9615111	2
6186046	4
9821371	1
8969864	1
2194540	24
598026	4
3145905	901
95472	4
712031	3
598032	22
3542664	40
4583501	3
9786485	3
7902355	3
7965930	6
525091	321
9007570	4
917170	46
4280054	2
4725183	36
5157083	4
9615105	3
7902349	7
9884839	10
942127	2
574072	4
5206597	6
7951313	3
4750181	2
7211912	1
7211906	1
6759370	11
549051	8
9786491	2
7926373	1
9007564	4
7926309	1
9615134	2
3747780	2189
3145963	165
5206545	47
9556354	1
7583157	1
9629780	145
9007558	2
9595957	6
1851119	22
3131320	6
3576019	275
2169565	5
917193	1
9821313	4
128384	12
5206539	12
9615128	1
9556348	1
4510689	15
3145957	1094
3385408	8326
8945846	2
9654737	3
9629797	30
9821307	3
9223084	1
9007541	2
4788752	2
128378	2
3145940	291
4328430	2
9595940	4
6020995	3
5206568	20
9630748	24
4750152	1
4877390	49
9821336	4
9630754	5
9007535	3
6044961	1
7941964	1
9884874	784
4583547	8
9581300	2
2169571	4
7926338	1
9556360	8
4510666	1
1483005	1
128361	1
9654708	1
2194505	73
9654714	2
9629774	42
4583530	9
5206551	1
9007529	3
4750146	1
549097	10
6030315	4
3517637	27
9007512	1
4804391	8
2121587	3
3145992	133
9953084	10
4867960	1
4294642	53
6505238	18
3194915	1773
4788717	1
9007506	4
712083	4
501050	15
8412239	2
2121570	1
2169513	8
4280002	27
9928092	37
212110	1
3468287	204
9953090	1
9811964	7
1875189	2
3625404	156
4828380	1
7632594	65
8412222	2
6798950	2
71419	4
212104	196
4451828	10
3855506	2
9302270	1
9928086	18
5206516	13
3625410	133
1899155	22
3517666	1
3483890	24
2121558	2
6206978	4
9615186	1
4451834	16
212133	1
7245259	10
95414	7
7269225	19
525079	366
491245	84
4701194	18
712054	41
3928990	2263
7902332	10
3468229	3
4280031	35
6206926	2
6759364	16
95408	1
775617	1
212127	22
7902326	9
4828397	1
9302292	2
7245242	17
7916914	167
5990007	3
712048	9
501096	7
7729916	1
3468212	766
4280048	29
95437	24
3601438	42
1409091	63
525056	25
7916920	4
7656525	10
2218950	1
712077	337
1410071	1
549022	1
3542629	76
4280019	1
9581369	1
6289295	3
4877303	28
9992629	1
212162	3
9953061	4
3214115	72
4867983	1
95420	1
7916937	7
2204327	26
1121125	8
7573785	2
2121593	8
9811929	1
8994827	8
491216	2
4280025	9
9609694	4
731206	5
315057	76
4794540	1
9013116	3
2003221	1
3101546	1
9003796	16
1792411	5
3571565	151
8524352	1
4300561	1
7489613	3
584998	2
9585166	3
3331890	3718
9620017	1
3811791	64
5133680	4
3859734	3
340003	9
3595531	4819
4872599	51
315063	11
9619008	6
8739058	4
3605436	302
4348510	1
9888984	10
628201	19
9609688	12
7225966	1
5133674	3
8563932	3
4554899	1
7867506	3
4872582	34
138974	3
339000	1
6030195	7
315034	1
2003244	1
7715216	4
7847099	1
9003773	4
9888990	3
7500510	1
9585143	1
8211191	2
9658600	1
3762288	5
9849346	1
4226089	1
8739070	2
9849352	1
4872576	5
3497099	1
315040	1
9898327	1
2448294	4
354689	7
8524369	1
3379862	43
9620000	1
9003767	459
5133697	1
7500504	1
3595560	410
9585137	9
100380	1
7475002	1
706208	2
9801380	3
3786231	6
6289303	1
7632370	15
5167012	2
9003750	26
3331855	5
5182649	5
9585120	81
3762265	12
9849323	2
569332	1
9585108	86
3762271	6
8739093	1
9003738	5
315028	2
3414713	3304
6662386	1
3595502	1
4564254	2
9003744	11
3786225	4
9585114	143
628247	4
9619043	1
8764079	6
4202077	1
6289326	2
5892888	1
4290696	3
7754819	9
9267414	1
9908209	1
7847053	2
9840977	25
7489636	1
3786219	1
7729891	2
6289332	2
9908215	1
9076714	3
9003715	8
315005	278
5373303	6
7999337	1
3380888	3480
7847047	4
9003721	11
9620046	1
100368	1
8764056	1
9840983	20
6030137	6
4847561	35
9840948	1
7990997	4
9076766	1
9003709	15
3473058	2
4373548	4
32046	2
3306857	1632
9801345	2
2184004	32
9840954	2
4289606	5
305656	1
4847578	6
6030143	18
6113076	370
7990980	2
4373531	3
148369	1
5975746	1
2571764	62
4289612	1
1900823	1
3174545	5
4373519	5
4564260	5
3703908	563
3943618	9
7847018	4
7715297	54
9620075	87
2571770	2
4373525	3
4847549	31
9840931	1
9801368	3
6030108	9
2629593	1
4847555	3
3198505	50
6030120	33
5182661	9
7847001	9
207209	12
5182655	28
124357	2
4348579	1
3629454	1
2630604	13
569326	3
9801374	1
7740237	13
1865914	1
138997	2
6030172	5
3884732	6
7951342	6
148317	1
3487669	2
8740015	3
9644093	1
7990945	2
4373502	7
6029186	5
9840919	2
3473006	2781
2208584	48
7951336	2
3571507	39
814122	1
4348556	1
6127629	2
4588289	2
9801316	1
3571513	1797
7892585	2
6029192	60
7926396	1
9668047	27
207244	8
1243101	32
2208590	1
6127635	1
3629402	87
7029053	2
8656177	5
4348527	2
4290609	2
7965976	1
9585189	2
4872530	1
755201	18
3703937	64
6030166	1
7068610	16
7990916	2
7740272	19
4290615	1
7892562	6
1890875	10
9982111	1
3967524	26
3943558	46
3894185	294
4407359	7
3272911	77
1910201	222
4847609	1
7573437	40
677168	108
3096437	2
2400301	3
4397595	1
3967518	129
1292105	8
4686649	1
7926479	1
3752806	1
7103424	6
2629529	1
6020860	1
3678470	2243
4432311	1
4407342	7
8656243	5
4216613	1
677174	1022
7573443	14
9717461	13
6005234	472
3473118	2629
6603975	1421
677139	683
6020831	9
6020825	16
2630679	1
4216607	2
677145	2
4471937	1
3943570	18
3894191	253
9492890	25
3727889	251
2640005	1
9982128	1
4529909	2
6613353	1
677151	37
3487735	280
5686491	2
8960917	3
7573466	13
3400183	1117
3918678	68
3869187	9
4872607	61
814079	1
3296917	1447
2595641	2
4623146	1
4696004	19
7573472	1
4808035	3
197209	1
1934213	239
4637786	95
7259385	6
6030226	10
3272957	2327
3272963	2476
2571681	1
3424195	1149
4637792	107
2967806	1
7573489	1
8201761	1
4847621	1
3894162	274
4167263	336
3811816	158
2581018	10
1934236	3
7573495	13
3296900	1262
4833010	3
4182860	1
256202	1
4637763	126
4373560	1
7259362	1
6030203	2
2639054	8
3365156	15143
6363726	2
4833004	2
6020877	2
3904015	1
4696010	8
3967576	44
3424172	5
677197	242
114904	7
7902415	32
3992568	4
653104	22
9013079	1
1934259	2
9599837	1
4397514	1
7632453	972
628158	1
4554907	1
643778	2
9609613	12
4529950	1
4637740	966
2424359	3
4637757	1199
4530953	11
6289355	5
3811822	2155
838074	7
6745273	10
4182802	2
628164	5
3438748	12
4696033	2
4202060	1
3762236	135
9609607	5
9888903	3
5495727	3
4637728	1065
4613797	1
653127	2
628170	20
4300621	1
3762207	46
5133622	10
3414742	3711
863072	1
7632476	4
814091	1
3811851	106
9609636	3
4202031	2
4637734	1135
4530976	16
7475031	1
3811845	44
3400102	25793
340061	2
3438760	11
5133616	2
3414736	2149
7632482	1
4481344	1
9888926	1
4613780	1
315092	147
3341138	832
9013033	1
4637705	5
9850390	1
4554959	12
677116	51
3811874	29
3859817	143
4202019	13
9874367	5
7392090	3
5133639	17
628193	4
4530982	9
3595459	1
5133645	5
9888932	2
9609659	2
677122	1802
4202025	8
4530999	2
3811868	1901
4637711	2135
1875290	1
9908190	2
9609642	1
9013027	3
1111233	2
3379922	163
2003273	4
3595465	48
9013010	1
7176570	3
9609671	16
9849381	3
3678464	408
4554971	6
3414788	348
9888955	1
3296981	550
3595471	1747
9003690	3
4554965	9
4202002	14
9850384	8
9609665	8
3414771	450
838097	3
922053	5
1111210	1
3341121	26
9013004	2
9874338	2
9003684	21
2003296	28
4216636	25
3438725	68
3678458	87
3296975	72
7902421	60
3355755	1
4309013	3
138833	1
9609576	14
4530781	16
315175	2456
1111167	1
9013234	1
4540118	3
604100	3
7681227	78
5118166	4
3811673	1707
